eval_id,topology_pore1_side,topology_pore2_side,x1_frac,x2_frac,d1_m,d2_m,effective_hydraulic_diameter_m,CL,CD,CM,gain_percent,Q_m3_s,Rs_Pa_s_per_m3,dp_total_Pa,Re_equivalent,max_vn_m_s,max_vn_over_vinf,coupling_converged,coupling_iterations,objective_value
8669,lower,upper,0.9105388418907474,0.9492464742180146,0.0189774591696631,0.016049399269750485,0.01140778049128805,0.5511418438707231,0.0003050984401559778,-0.018223084763085616,9.139026008481842,-0.0003768691396275857,2081.191037647413,0.7843366757588228,2862.616185798208,1.1063869075311898,0.1505915513028564,True,21,-0.05802456783678599
11666,lower,upper,0.9051532055653555,0.9591835228072523,0.019894005621328793,0.014594175361684357,0.009225205719725717,0.551125817161514,0.0004007964259928193,-0.018416074271124926,9.135852343748052,-0.00035470169474072514,6181.01114714121,2.192415129102301,3331.6617754202866,1.1602757569627316,0.1579264224754829,True,21,-0.05446461412667513
6848,lower,upper,0.9115724579220996,0.9488296056160255,0.0186656667715006,0.01602414785818694,0.011398931806570978,0.5510754755004693,0.0003046623806149465,-0.018210404449579252,9.125883512828814,-0.0003763277567814019,2084.4145729832867,0.784423060453264,2860.722939081782,1.1047975521413966,0.15037522237480122,True,21,-0.057983282605786834
8372,lower,upper,0.8974752102629961,0.9483078789997059,0.015778125307458275,0.01713691620623378,0.0107407097200648,0.5510276263341096,0.00036591004075928885,-0.018002186667082365,9.116408254381492,-0.0003916577190943926,3256.8748850541256,1.275580188856111,3159.7113715644177,1.1354569834031834,0.15454831162987775,True,21,-0.054920176158967875
15430,lower,upper,0.9171978852926783,0.9581849396571076,0.018473999145210855,0.014150958342278459,0.009666664248009252,0.5510071669643514,0.0003301355335725356,-0.018486120489554468,9.112356818779222,-0.0003463662679496265,4036.6615403817973,1.3981633927178336,3104.79305219315,1.1168883564927508,0.1520209151892911,True,21,-0.057707021013451196
8085,lower,upper,0.9173460785382316,0.9530051855807786,0.017921757339487577,0.015691501361948572,0.01090271852751306,0.5509912446419065,0.00029522149058865826,-0.018364406844980495,9.109203825075785,-0.0003591374355746073,2305.5979948762943,0.8280265513458289,2854.2997488434758,1.0961497000657072,0.14919815362005462,True,21,-0.05886363730514048
4386,lower,upper,0.9091353267066515,0.9585325093526709,0.01836224374576015,0.01459658284724694,0.009413497044291742,0.5509725791140276,0.0003740216272582683,-0.01839036396245099,9.10550761228539,-0.00035402089756710617,5269.774219506056,1.8656101991655305,3258.754249334002,1.1415712756367795,0.15538053473945057,True,21,-0.05551360698023558
14706,lower,upper,0.9272415702825151,0.9617733566874356,0.018029988920992498,0.01356067622970691,0.009424905587493279,0.5509284457928888,0.00030139741249389507,-0.0186584010394973,9.096768178440584,-0.0003261205766170539,3832.9280415156973,1.2499967030307744,2998.2986922925697,1.0986369328033652,0.14953669363156916,True,21,-0.059419631387577984
9283,lower,upper,0.9134355067683575,0.9506377252422145,0.018787350875677747,0.016254105259652905,0.011143382380667437,0.5508898853270047,0.0003035787824922573,-0.018225971704108036,9.089132300787984,-0.00036990174454990346,2245.7286174478654,0.8306989333796082,2876.3587267651105,1.0998740227490602,0.1497050753186221,True,21,-0.058030351572071315
7962,lower,upper,0.899957317868141,0.9524972515250949,0.016795518032946856,0.015313783417641948,0.009920058076532547,0.5508328922575976,0.00039029879392647043,-0.0181205722480468,9.07784633483657,-0.0003748492807793439,4654.104390856488,1.744587683584541,3274.282669427288,1.1441047314818986,0.15572536622948066,True,21,-0.05419692426553218
10504,lower,upper,0.8933612948538467,0.9421041518431685,0.016482308683563134,0.017955291615298855,0.01178826240412512,0.5508127473850061,0.0003451856528862915,-0.017781425450509626,9.073857177057754,-0.00040636741184616197,2228.0681150309756,0.9054142733220942,2987.0519829048894,1.147191421630409,0.15614549905525013,True,21,-0.053943368716250086
12908,lower,upper,0.9190888897371987,0.9551734691002869,0.01821251683898042,0.01539009570727149,0.010304652812438093,0.550804556099274,0.00030275645376372923,-0.018405658163440464,9.072235110149762,-0.00034963963507856683,2905.6586978390437,1.015933446775307,2940.092515689391,1.0963822499514029,0.14922980624338542,True,21,-0.05860307779310317
6970,lower,upper,0.9186645949879844,0.9577375982793395,0.017764577982216003,0.014754829035572223,0.00964326484327048,0.5506866359736566,0.0003279057579542652,-0.018422836287150773,9.048884156489102,-0.00034395680059805115,4066.549935678046,1.3987175053480314,3090.676204046643,1.109118816620049,0.15096339448439558,True,21,-0.05750383451948199
